"","chr","start","end","extra1","extra2","GeneSymbol","Chr","Start","End"
"17193",6,151254714,151452749,0.00237095234239445,2.62507717552123,"RNU6-302P",6,151260358,151260464
"17265",6,151507927,151523634,0.00237095234239445,2.62507717552123,"RNU6-300P",6,151522476,151522579
"17284",6,151605878,151864406,0.00237095234239445,2.62507717552123,"RNY4P20",6,151619976,151620068
"17288",6,151605878,151864406,0.00237095234239445,2.62507717552123,"RN7SKP268",6,151640770,151641085
"23609",6,151605878,151864406,0.00237095234239445,2.62507717552123,"ZBTB2",6,151685252,151712683
"23752",6,151605878,151864406,0.00237095234239445,2.62507717552123,"RMND1",6,151725989,151773259
"17305",6,151605878,151864406,0.00237095234239445,2.62507717552123,"HSPA8P15",6,151732394,151735080
"24572",6,151605878,151864406,0.00237095234239445,2.62507717552123,"C6orf211",6,151773422,151791236
"17315",6,151925377,151949312,0.00577561251819505,2.23840195097418,"RNU6-813P",6,151936908,151937014
"17334",6,152683413,152808049,0.00237095234239445,2.62507717552123,"SYNE1-AS1",6,152701681,152702699
"17356",6,152683413,152808049,0.00237095234239445,2.62507717552123,"RNA5SP223",6,152731410,152731529
"15347",6,152834000,153280912,0.00237095234239445,2.62507717552123,"MYCT1",6,153019030,153045702
"17375",6,152834000,153280912,0.00237095234239445,2.62507717552123,"HSPD1P16",6,153026870,153027263
"15520",6,152834000,153280912,0.00237095234239445,2.62507717552123,"VIP",6,153071933,153080900
"17415",6,152834000,153280912,0.00237095234239445,2.62507717552123,"TUBB4BP7",6,153219182,153220415
"18567",6,153313460,153479616,0.000446509877232143,3.35016892965344,"RGS17",6,153325594,153452384
"17534",6,153530882,153875899,0.000446509877232143,3.35016892965344,"RNA5SP225",6,153741573,153741707
"17664",6,153893277,154127521,0.00010022667005334,3.99901669847073,"MTND4P13",6,153990014,153991036
"17700",6,153893277,154127521,0.00010022667005334,3.99901669847073,"RNU6-896P",6,154002582,154002688
"17710",6,154198483,154297720,2.24838974358974e-05,4.64812840448235,"HMGB3P19",6,154259568,154260127
"19274",6,154297968,156449758,2.2483e-05,4.64814573952125,"OPRM1",6,154331631,154568001
"21757",6,154297968,156449758,2.2483e-05,4.64814573952125,"IPCEF1",6,154475631,154677926
"23009",6,154297968,156449758,2.2483e-05,4.64814573952125,"CNKSR3",6,154708638,154831793
"17770",6,154297968,156449758,2.2483e-05,4.64814573952125,"RPS4XP8",6,154897443,154898213
"24136",6,154297968,156449758,2.2483e-05,4.64814573952125,"SCAF8",6,155054459,155155192
"17905",6,154297968,156449758,2.2483e-05,4.64814573952125,"RNU6-824P",6,155146310,155146413
"7879",6,154297968,156449758,2.2483e-05,4.64814573952125,"TIAM2",6,155153831,155578857
"17946",6,154297968,156449758,2.2483e-05,4.64814573952125,"MIR1273C",6,155174494,155174570
"11904",6,154297968,156449758,2.2483e-05,4.64814573952125,"TFB1M",6,155578643,155635627
"12829",6,154297968,156449758,2.2483e-05,4.64814573952125,"CLDN20",6,155585147,155597682
"12984",6,154297968,156449758,2.2483e-05,4.64814573952125,"NOX3",6,155716504,155777037
"18023",6,154297968,156449758,2.2483e-05,4.64814573952125,"RNU7-152P",6,155976097,155976160
"18031",6,154297968,156449758,2.2483e-05,4.64814573952125,"MIR1202",6,156267931,156268013
"14267",6,157000410,157719164,2.2483e-05,4.64814573952125,"ARID1B",6,157099063,157531913
"18152",6,157000410,157719164,2.2483e-05,4.64814573952125,"MIR4466",6,157100812,157100865
"18304",6,157746358,158065184,2.24838974358974e-05,4.64812840448235,"MIR3692",6,157950164,157950232
"18381",6,158069399,158622391,2.24838974358974e-05,4.64812840448235,"SNX9",6,158244296,158366109
"18395",6,158069399,158622391,2.24838974358974e-05,4.64812840448235,"HSPE1P26",6,158345434,158345708
"18414",6,158069399,158622391,2.24838974358974e-05,4.64812840448235,"RNU6-786P",6,158355200,158355289
"20374",6,158069399,158622391,2.24838974358974e-05,4.64812840448235,"SYNJ2",6,158402888,158520208
"18425",6,158069399,158622391,2.24838974358974e-05,4.64812840448235,"SYNJ2-IT1",6,158422139,158423415
"23304",6,158069399,158622391,2.24838974358974e-05,4.64812840448235,"SERAC1",6,158530536,158589312
"24382",6,158069399,158622391,2.24838974358974e-05,4.64812840448235,"GTF2H5",6,158589384,158620376
"18461",6,158628384,159098148,2.24838974358974e-05,4.64812840448235,"SRP72P2",6,158658368,158663829
"24546",6,158628384,159098148,2.24838974358974e-05,4.64812840448235,"TULP4",6,158733692,158932860
"18514",6,158628384,159098148,2.24838974358974e-05,4.64812840448235,"RN7SL173P",6,158858829,158859118
"18524",6,158628384,159098148,2.24838974358974e-05,4.64812840448235,"CACYBPP3",6,158936637,158937261
"25109",6,158628384,159098148,2.24838974358974e-05,4.64812840448235,"TMEM181",6,158957468,159056460
"18532",6,158628384,159098148,2.24838974358974e-05,4.64812840448235,"TATDN2P2",6,159030738,159042668
"25398",6,158628384,159098148,2.24838974358974e-05,4.64812840448235,"DYNLT1",6,159057506,159065771
"18541",6,159117144,159172854,0.000446509877232143,3.35016892965344,"AMZ2P2",6,159146779,159147835
"18554",6,159183562,159299216,0.00010022667005334,3.99901669847073,"MIR3918",6,159185693,159185785
"26295",6,159183562,159299216,0.00010022667005334,3.99901669847073,"EZR",6,159186773,159240444
"18563",6,159183562,159299216,0.00010022667005334,3.99901669847073,"EZR-AS1",6,159239043,159241625
"18588",6,159183562,159299216,0.00010022667005334,3.99901669847073,"OSTCP1",6,159262149,159278664
"18648",6,159311440,160361426,2.24838974358974e-05,4.64812840448235,"RNU6-293P",6,159347498,159347603
"26830",6,159311440,160361426,2.24838974358974e-05,4.64812840448235,"RSPH3",6,159393903,159421219
"27124",6,159311440,160361426,2.24838974358974e-05,4.64812840448235,"TAGAP",6,159455500,159466184
"27678",6,159311440,160361426,2.24838974358974e-05,4.64812840448235,"FNDC1",6,159590429,159693141
"18768",6,159311440,160361426,2.24838974358974e-05,4.64812840448235,"FNDC1-IT1",6,159661818,159664361
"28266",6,159311440,160361426,2.24838974358974e-05,4.64812840448235,"SOD2",6,160090089,160183561
"18861",6,159311440,160361426,2.24838974358974e-05,4.64812840448235,"HNRNPH1P1",6,160133833,160135017
"18893",6,159311440,160361426,2.24838974358974e-05,4.64812840448235,"RNU4ATAC18P",6,160141447,160141572
"28575",6,159311440,160361426,2.24838974358974e-05,4.64812840448235,"WTAP",6,160146617,160177351
"28844",6,159311440,160361426,2.24838974358974e-05,4.64812840448235,"ACAT2",6,160181360,160200144
"29207",6,159311440,160361426,2.24838974358974e-05,4.64812840448235,"TCP1",6,160199530,160210781
"18899",6,159311440,160361426,2.24838974358974e-05,4.64812840448235,"SNORA20",6,160201282,160201413
"18909",6,159311440,160361426,2.24838974358974e-05,4.64812840448235,"SNORA29",6,160206626,160206765
"29495",6,159311440,160361426,2.24838974358974e-05,4.64812840448235,"MRPL18",6,160210844,160219468
"29613",6,159311440,160361426,2.24838974358974e-05,4.64812840448235,"PNLDC1",6,160221298,160241736
"29814",6,159311440,160361426,2.24838974358974e-05,4.64812840448235,"MAS1",6,160327974,160329108
"29995",6,160365778,160772900,0.00010022667005334,3.99901669847073,"IGF2R",6,160390131,160534539
"18925",6,160365778,160772900,0.00010022667005334,3.99901669847073,"AIRN",6,160424323,160428696
"31119",6,160365778,160772900,0.00010022667005334,3.99901669847073,"SLC22A1",6,160542821,160579750
"31246",6,160365778,160772900,0.00010022667005334,3.99901669847073,"SLC22A2",6,160592093,160698670
"32463",6,161163260,161948038,2.24838974358974e-05,4.64812840448235,"MAP3K4",6,161412759,161538417
"32881",6,161163260,161948038,2.24838974358974e-05,4.64812840448235,"AGPAT4",6,161551011,161695093
"20814",6,162137512,168331594,2.2483e-05,4.64814573952125,"KRT8P44",6,162989411,162990760
"33358",6,162137512,168331594,2.2483e-05,4.64814573952125,"PACRG",6,163148164,163736524
"20905",6,162137512,168331594,2.2483e-05,4.64814573952125,"CAHM",6,163834097,163834992
"33613",6,162137512,168331594,2.2483e-05,4.64814573952125,"QKI",6,163835032,163999628
"20938",6,162137512,168331594,2.2483e-05,4.64814573952125,"RN7SL366P",6,164261593,164261882
"33952",6,162137512,168331594,2.2483e-05,4.64814573952125,"C6orf118",6,165693153,165723096
"34085",6,162137512,168331594,2.2483e-05,4.64814573952125,"PDE10A",6,165740776,166400091
"21028",6,162137512,168331594,2.2483e-05,4.64814573952125,"RNA5SP226",6,165823051,165823165
"21035",6,162137512,168331594,2.2483e-05,4.64814573952125,"RNU6-730P",6,166131723,166131826
"34291",6,162137512,168331594,2.2483e-05,4.64814573952125,"SDIM1",6,166307330,166309725
"21074",6,162137512,168331594,2.2483e-05,4.64814573952125,"LINC00473",6,166322290,166401536
"21143",6,162137512,168331594,2.2483e-05,4.64814573952125,"GAPDHP72",6,166477779,166478788
"34321",6,162137512,168331594,2.2483e-05,4.64814573952125,"T",6,166571144,166582188
"21209",6,162137512,168331594,2.2483e-05,4.64814573952125,"RNU6-153P",6,166622891,166622994
"21222",6,162137512,168331594,2.2483e-05,4.64814573952125,"GNG5P1",6,166653778,166653981
"34423",6,162137512,168331594,2.2483e-05,4.64814573952125,"PRR18",6,166719168,166721936
"34463",6,162137512,168331594,2.2483e-05,4.64814573952125,"SFT2D1",6,166733216,166756079
"21229",6,162137512,168331594,2.2483e-05,4.64814573952125,"HNRNPA1P49",6,166748056,166748959
"34589",6,162137512,168331594,2.2483e-05,4.64814573952125,"MPC1",6,166778407,166796486
"34762",6,162137512,168331594,2.2483e-05,4.64814573952125,"RPS6KA2",6,166822852,167319939
"21282",6,162137512,168331594,2.2483e-05,4.64814573952125,"RPS6KA2-IT1",6,166874151,166878871
"21299",6,162137512,168331594,2.2483e-05,4.64814573952125,"MIR1913",6,166922842,166922921
"21307",6,162137512,168331594,2.2483e-05,4.64814573952125,"FAM103A2P",6,166999612,166999965
"21350",6,162137512,168331594,2.2483e-05,4.64814573952125,"RPS6KA2-AS1",6,167317186,167318323
"35182",6,162137512,168331594,2.2483e-05,4.64814573952125,"RNASET2",6,167342992,167370679
"21395",6,162137512,168331594,2.2483e-05,4.64814573952125,"MIR3939",6,167411295,167411400
"35436",6,162137512,168331594,2.2483e-05,4.64814573952125,"FGFR1OP",6,167412670,167466201
"35713",6,162137512,168331594,2.2483e-05,4.64814573952125,"CCR6",6,167525295,167553184
"35770",6,162137512,168331594,2.2483e-05,4.64814573952125,"TCP10L2",6,167559902,167610401
"35811",6,162137512,168331594,2.2483e-05,4.64814573952125,"GPR31",6,167569759,167571817
"35829",6,162137512,168331594,2.2483e-05,4.64814573952125,"UNC93A",6,167684657,167729507
"35927",6,162137512,168331594,2.2483e-05,4.64814573952125,"TTLL2",6,167738574,167772991
"35978",6,162137512,168331594,2.2483e-05,4.64814573952125,"TCP10",6,167770521,167797998
"36064",6,162137512,168331594,2.2483e-05,4.64814573952125,"C6orf123",6,168185217,168197539
"21561",6,162137512,168331594,2.2483e-05,4.64814573952125,"MLLT4-AS1",6,168224556,168227389
"21619",6,168332348,168858138,2.24838974358974e-05,4.64812840448235,"KIF25-AS1",6,168393502,168397757
"37105",6,168332348,168858138,2.24838974358974e-05,4.64812840448235,"KIF25",6,168396921,168445769
"37205",6,168332348,168858138,2.24838974358974e-05,4.64812840448235,"FRMD1",6,168456425,168482237
"21717",6,168332348,168858138,2.24838974358974e-05,4.64812840448235,"CTAGE13P",6,168687585,168690030
"37459",6,168332348,168858138,2.24838974358974e-05,4.64812840448235,"DACT2",6,168693510,168720434
"37684",6,168862574,170167389,2.2483e-05,4.64814573952125,"THBS2",6,169615875,169654139
"37839",6,168862574,170167389,2.2483e-05,4.64814573952125,"WDR27",6,169857307,170102159
"38023",6,168862574,170167389,2.2483e-05,4.64814573952125,"C6orf120",6,170102233,170106401
"38060",6,168862574,170167389,2.2483e-05,4.64814573952125,"PHF10",6,170104001,170124151
"38138",6,168862574,170167389,2.2483e-05,4.64814573952125,"TCTE3",6,170140210,170151655
"21999",6,170167618,170903919,2.24838974358974e-05,4.64812840448235,"LINC00242",6,170188886,170198921
"22008",6,170167618,170903919,2.24838974358974e-05,4.64812840448235,"LINC00574",6,170190417,170202969
"22056",6,170167618,170903919,2.24838974358974e-05,4.64812840448235,"RPL12P23",6,170514993,170515482
"38471",6,170167618,170903919,2.24838974358974e-05,4.64812840448235,"DLL1",6,170591294,170599561
"38582",6,170167618,170903919,2.24838974358974e-05,4.64812840448235,"FAM120B",6,170599791,170716153
"22155",6,170167618,170903919,2.24838974358974e-05,4.64812840448235,"MIR4644",6,170639849,170639932
"38680",6,170167618,170903919,2.24838974358974e-05,4.64812840448235,"PSMB1",6,170844205,170862429
"38775",6,170167618,170903919,2.24838974358974e-05,4.64812840448235,"TBP",6,170863390,170881958
"38914",6,170167618,170903919,2.24838974358974e-05,4.64812840448235,"PDCD2",6,170884383,170893780
"56548",7,14096261,14222693,0.0272444618836915,1.56472176559989,"RPL6P21",7,14110160,14111005
"51633",7,15598156,16073993,0.00241382194552529,2.61729476859153,"MEOX2",7,15650837,15726437
"56574",7,15598156,16073993,0.00241382194552529,2.61729476859153,"RPL36AP26",7,15741057,15741377
"56596",7,16236162,16254553,0.00241382194552529,2.61729476859153,"RPL36AP29",7,16248570,16248890
"51901",7,16554248,16672849,0.00241382194552529,2.61729476859153,"LRRC72",7,16566505,16621193
"52912",7,16795564,17059174,2.2483e-05,4.64814573952125,"AGR2",7,16831435,16873057
"52959",7,16795564,17059174,2.2483e-05,4.64814573952125,"AGR3",7,16899029,16921611
"56692",7,16795564,17059174,2.2483e-05,4.64814573952125,"RAD17P1",7,16903891,16905932
"53102",7,17060415,17799341,0.00482712878289474,2.31631111449093,"AHR",7,17338246,17385776
"53140",7,17799600,18114428,2.2483e-05,4.64814573952125,"SNX13",7,17830385,17980124
"56738",7,17799600,18114428,2.2483e-05,4.64814573952125,"RNMTL1P2",7,18001702,18002652
"53201",7,17799600,18114428,2.2483e-05,4.64814573952125,"PRPS1L1",7,18066405,18067486
"5974",7,18117413,18230071,0.000503785927152318,3.29775396832948,"MIR1302-6",7,18166843,18166932
"5989",7,18628038,18893637,0.0272444618836915,1.56472176559989,"RN7SKP266",7,18847616,18847902
"40878",7,53758476,54303680,0.0272444618836915,1.56472176559989,"RNU2-29P",7,53843829,53844017
"40907",7,54397486,54753353,0.00482712878289474,2.31631111449093,"SLC25A5P3",7,54487137,54488021
"56367",7,54397486,54753353,0.00482712878289474,2.31631111449093,"VSTM2A",7,54610018,54638773
"40928",7,54397486,54753353,0.00482712878289474,2.31631111449093,"RNU6-1125P",7,54688718,54688824
"40932",7,54397486,54753353,0.00482712878289474,2.31631111449093,"RPL31P35",7,54724051,54724427
"56389",7,54808323,54994424,0.000503785927152318,3.29775396832948,"SEC61G",7,54819943,54827667
"40958",7,55245364,55267920,2.2483e-05,4.64814573952125,"EGFR-AS1",7,55247443,55256627
"40967",7,55268916,55395035,0.000503785927152318,3.29775396832948,"CALM1P2",7,55327502,55327949
"56764",7,55396115,55612169,0.00241382194552529,2.61729476859153,"LANCL2",7,55433141,55501435
"40985",7,55704979,55790604,0.00241382194552529,2.61729476859153,"CDC42P2",7,55705967,55706535
"41203",7,55704979,55790604,0.00241382194552529,2.61729476859153,"TUBBP6",7,55713313,55714644
"41211",7,55704979,55790604,0.00241382194552529,2.61729476859153,"FKBP9L",7,55748767,55780945
"41229",7,55704979,55790604,0.00241382194552529,2.61729476859153,"RNU6-389P",7,55753670,55753774
"41587",7,55798100,56005991,0.00241382194552529,2.61729476859153,"SUMO2P3",7,55799837,55800124
"41591",7,55798100,56005991,0.00241382194552529,2.61729476859153,"CICP11",7,55804472,55807289
"41602",7,55798100,56005991,0.00241382194552529,2.61729476859153,"PSPHP1",7,55832490,55840981
"41609",7,55798100,56005991,0.00241382194552529,2.61729476859153,"RNU6-1126P",7,55857061,55857167
"56909",7,55798100,56005991,0.00241382194552529,2.61729476859153,"SEPT14",7,55861237,55930482
"41615",7,55798100,56005991,0.00241382194552529,2.61729476859153,"CICP12",7,55865727,55866569
"41626",7,55798100,56005991,0.00241382194552529,2.61729476859153,"RN7SL64P",7,55960419,55960689
"57112",7,56016934,56038302,0.00482712878289474,2.31631111449093,"MRPS17",7,56019512,56024192
"57165",7,56094552,56179716,0.0272444618836915,1.56472176559989,"CCT6A",7,56119323,56131682
"41631",7,56094552,56179716,0.0272444618836915,1.56472176559989,"SNORA15",7,56128163,56128295
"57407",7,56094552,56179716,0.0272444618836915,1.56472176559989,"SUMF2",7,56131695,56148363
"57604",7,56094552,56179716,0.0272444618836915,1.56472176559989,"PHKG1",7,56148440,56160689
"57698",7,56094552,56179716,0.0272444618836915,1.56472176559989,"CHCHD2",7,56169262,56174269
"57771",7,56180559,56237055,0.00482712878289474,2.31631111449093,"NUPR1L",7,56182374,56184093
"41641",7,56239415,56423816,0.00241382194552529,2.61729476859153,"CCNJP1",7,56296327,56297475
"41662",7,56239415,56423816,0.00241382194552529,2.61729476859153,"RNU6-1335P",7,56407924,56408030
"41803",7,56424739,56700186,0.00482712878289474,2.31631111449093,"CICP8",7,56430151,56432963
"41805",7,56424739,56700186,0.00482712878289474,2.31631111449093,"RNU6-1052P",7,56469763,56469866
"42355",7,56424739,56700186,0.00482712878289474,2.31631111449093,"RBM22P3",7,56558375,56559328
"42371",7,56424739,56700186,0.00482712878289474,2.31631111449093,"NMD3P2",7,56569977,56570737
"42387",7,56424739,56700186,0.00482712878289474,2.31631111449093,"VN1R25P",7,56626914,56627651
"42727",7,56709255,57197823,0.00482712878289474,2.31631111449093,"MIR4283-2",7,57023492,57023571
"42728",7,56709255,57197823,0.00482712878289474,2.31631111449093,"MIR4283-1",7,57023492,57023571
"42731",7,56709255,57197823,0.00482712878289474,2.31631111449093,"RN7SL816P",7,57032955,57033214
"42736",7,56709255,57197823,0.00482712878289474,2.31631111449093,"TNRC18P3",7,57059595,57076856
"42745",7,56709255,57197823,0.00482712878289474,2.31631111449093,"SLC29A4P1",7,57081992,57087980
"42748",7,56709255,57197823,0.00482712878289474,2.31631111449093,"PHKG1P4",7,57128297,57129008
"42760",7,57233927,57238635,0.0272444618836915,1.56472176559989,"MTND4P4",7,57237113,57238478
"52629",7,156809434,157091784,0.011311060546875,1.94649667287631,"UBE3C",7,156931607,157062066
"36707",7,157097135,157225800,0.011311060546875,1.94649667287631,"RN7SL142P",7,157098487,157098765
"52810",7,157097135,157225800,0.011311060546875,1.94649667287631,"DNAJB6",7,157128075,157210133
"28196",8,617667,37306190,2.2483e-05,4.64814573952125,"ERICH1-AS1",8,687651,1087777
"47146",8,617667,37306190,2.2483e-05,4.64814573952125,"DLGAP2",8,1449532,1656642
"47238",8,617667,37306190,2.2483e-05,4.64814573952125,"CLN8",8,1703944,1734738
"28442",8,617667,37306190,2.2483e-05,4.64814573952125,"MIR596",8,1765397,1765473
"47300",8,617667,37306190,2.2483e-05,4.64814573952125,"ARHGEF10",8,1772142,1906807
"28447",8,617667,37306190,2.2483e-05,4.64814573952125,"KBTBD11-OT1",8,1919563,1924644
"47595",8,617667,37306190,2.2483e-05,4.64814573952125,"KBTBD11",8,1922044,1955102
"47630",8,617667,37306190,2.2483e-05,4.64814573952125,"MYOM2",8,1993155,2113475
"48123",8,617667,37306190,2.2483e-05,4.64814573952125,"CSMD1",8,2792875,4852494
"28767",8,617667,37306190,2.2483e-05,4.64814573952125,"RNA5SP251",8,3558014,3558150
"28773",8,617667,37306190,2.2483e-05,4.64814573952125,"RN7SL872P",8,4250344,4250612
"28782",8,617667,37306190,2.2483e-05,4.64814573952125,"PAICSP4",8,4644854,4646106
"29043",8,617667,37306190,2.2483e-05,4.64814573952125,"RN7SL318P",8,4999933,5000229
"29052",8,617667,37306190,2.2483e-05,4.64814573952125,"RPL23AP54",8,5334070,5334488
"29130",8,617667,37306190,2.2483e-05,4.64814573952125,"RN7SKP159",8,5768467,5768758
"48914",8,617667,37306190,2.2483e-05,4.64814573952125,"MCPH1",8,6264113,6501144
"48962",8,617667,37306190,2.2483e-05,4.64814573952125,"ANGPT2",8,6357172,6420930
"49027",8,617667,37306190,2.2483e-05,4.64814573952125,"AGPAT5",8,6565878,6617184
"29427",8,617667,37306190,2.2483e-05,4.64814573952125,"MIR4659A",8,6602685,6602765
"29428",8,617667,37306190,2.2483e-05,4.64814573952125,"MIR4659B",8,6602685,6602765
"29444",8,617667,37306190,2.2483e-05,4.64814573952125,"XKR5",8,6666038,6693166
"49056",8,617667,37306190,2.2483e-05,4.64814573952125,"DEFB1",8,6728097,6735544
"49060",8,617667,37306190,2.2483e-05,4.64814573952125,"DEFA6",8,6782215,6783598
"49066",8,617667,37306190,2.2483e-05,4.64814573952125,"DEFA4",8,6793344,6795860
"29583",8,617667,37306190,2.2483e-05,4.64814573952125,"DEFA8P",8,6808248,6809121
"29607",8,617667,37306190,2.2483e-05,4.64814573952125,"DEFA9P",8,6816811,6817683
"29637",8,617667,37306190,2.2483e-05,4.64814573952125,"DEFA10P",8,6825663,6826635
"49072",8,617667,37306190,2.2483e-05,4.64814573952125,"DEFA1",8,6835171,6837602
"30016",8,617667,37306190,2.2483e-05,4.64814573952125,"DEFT1P",8,6844700,6847243
"49087",8,617667,37306190,2.2483e-05,4.64814573952125,"DEFA1B",8,6854288,6875778
"30031",8,617667,37306190,2.2483e-05,4.64814573952125,"DEFT1P2",8,6863815,6864911
"49098",8,617667,37306190,2.2483e-05,4.64814573952125,"DEFA3",8,6873391,6875823
"30037",8,617667,37306190,2.2483e-05,4.64814573952125,"DEFA11P",8,6886163,6887011
"30056",8,617667,37306190,2.2483e-05,4.64814573952125,"DEFA7P",8,6896093,6896961
"49107",8,617667,37306190,2.2483e-05,4.64814573952125,"DEFA5",8,6912831,6914256
"30108",8,617667,37306190,2.2483e-05,4.64814573952125,"RPS3AP30",8,6980379,6981226
"30142",8,617667,37306190,2.2483e-05,4.64814573952125,"RPS3AP33",8,7048423,7049085
"30173",8,617667,37306190,2.2483e-05,4.64814573952125,"OR7E125P",8,7104248,7105874
"30195",8,617667,37306190,2.2483e-05,4.64814573952125,"FAM90A15P",8,7114426,7117436
"30255",8,617667,37306190,2.2483e-05,4.64814573952125,"FAM90A3P",8,7122048,7132680
"30291",8,617667,37306190,2.2483e-05,4.64814573952125,"FAM90A4P",8,7129670,7132680
"30315",8,617667,37306190,2.2483e-05,4.64814573952125,"FAM90A13P",8,7137292,7140766
"30352",8,617667,37306190,2.2483e-05,4.64814573952125,"FAM90A5P",8,7144914,7148476
"30408",8,617667,37306190,2.2483e-05,4.64814573952125,"FAM90A20P",8,7152536,7155546
"30451",8,617667,37306190,2.2483e-05,4.64814573952125,"FAM66B",8,7159133,7212876
"30467",8,617667,37306190,2.2483e-05,4.64814573952125,"DEFB109P1B",8,7170368,7177473
"30651",8,617667,37306190,2.2483e-05,4.64814573952125,"USP17L1P",8,7189909,7191501
"30665",8,617667,37306190,2.2483e-05,4.64814573952125,"USP17L4",8,7194637,7196229
"49118",8,617667,37306190,2.2483e-05,4.64814573952125,"ZNF705G",8,7213039,7243080
"30686",8,617667,37306190,2.2483e-05,4.64814573952125,"DEFB108P2",8,7230636,7235022
"49127",8,617667,37306190,2.2483e-05,4.64814573952125,"DEFB4B",8,7272382,7274385
"30698",8,617667,37306190,2.2483e-05,4.64814573952125,"HSPD1P3",8,7276513,7278068
"49135",8,617667,37306190,2.2483e-05,4.64814573952125,"DEFB103B",8,7286410,7287870
"49169",8,617667,37306190,2.2483e-05,4.64814573952125,"SPAG11B",8,7300206,7321196
"49214",8,617667,37306190,2.2483e-05,4.64814573952125,"DEFB104B",8,7327830,7332604
"49221",8,617667,37306190,2.2483e-05,4.64814573952125,"DEFB106B",8,7340026,7343922
"49227",8,617667,37306190,2.2483e-05,4.64814573952125,"DEFB105B",8,7345191,7347115
"49274",8,617667,37306190,2.2483e-05,4.64814573952125,"DEFB107B",8,7353368,7366833
"49280",8,617667,37306190,2.2483e-05,4.64814573952125,"PRR23D1",8,7397150,7399972
"30733",8,617667,37306190,2.2483e-05,4.64814573952125,"FAM90A6P",8,7406575,7409584
"30743",8,617667,37306190,2.2483e-05,4.64814573952125,"FAM90A7P",8,7414222,7417234
"30796",8,617667,37306190,2.2483e-05,4.64814573952125,"FAM90A21P",8,7421320,7440175
"30856",8,617667,37306190,2.2483e-05,4.64814573952125,"FAM90A22P",8,7429517,7432528
"30871",8,617667,37306190,2.2483e-05,4.64814573952125,"FAM90A23P",8,7437166,7440175
"30913",8,617667,37306190,2.2483e-05,4.64814573952125,"OR7E157P",8,7449528,7450438
"31427",8,617667,37306190,2.2483e-05,4.64814573952125,"OR7E154P",8,7562704,7564413
"31446",8,617667,37306190,2.2483e-05,4.64814573952125,"FAM90A14P",8,7572965,7575975
"31613",8,617667,37306190,2.2483e-05,4.64814573952125,"FAM90A18P",8,7580613,7591823
"31756",8,617667,37306190,2.2483e-05,4.64814573952125,"FAM90A16P",8,7588261,7591271
"31768",8,617667,37306190,2.2483e-05,4.64814573952125,"FAM90A8P",8,7595909,7598918
"31873",8,617667,37306190,2.2483e-05,4.64814573952125,"FAM90A17P",8,7603556,7614766
"31983",8,617667,37306190,2.2483e-05,4.64814573952125,"FAM90A19P",8,7611204,7614214
"4181",8,617667,37306190,2.2483e-05,4.64814573952125,"FAM90A9P",8,7618852,7621862
"4257",8,617667,37306190,2.2483e-05,4.64814573952125,"FAM90A10P",8,7626499,7629510
"49284",8,617667,37306190,2.2483e-05,4.64814573952125,"PRR23D2",8,7636113,7638935
"49286",8,617667,37306190,2.2483e-05,4.64814573952125,"DEFB107A",8,7669242,7673238
"49290",8,617667,37306190,2.2483e-05,4.64814573952125,"DEFB105A",8,7679488,7681411
"49294",8,617667,37306190,2.2483e-05,4.64814573952125,"DEFB106A",8,7682694,7686575
"49297",8,617667,37306190,2.2483e-05,4.64814573952125,"DEFB104A",8,7693993,7698764
"49320",8,617667,37306190,2.2483e-05,4.64814573952125,"SPAG11A",8,7705398,7726389
"49453",8,617667,37306190,2.2483e-05,4.64814573952125,"DEFB103A",8,7738726,7740186
"4315",8,617667,37306190,2.2483e-05,4.64814573952125,"HSPD1P2",8,7748525,7750077
"49458",8,617667,37306190,2.2483e-05,4.64814573952125,"DEFB4A",8,7752151,7754233
"49462",8,617667,37306190,2.2483e-05,4.64814573952125,"ZNF705B",8,7783859,7812271
"4328",8,617667,37306190,2.2483e-05,4.64814573952125,"DEFB108P1",8,7791934,7796292
"4340",8,617667,37306190,2.2483e-05,4.64814573952125,"FAM66E",8,7812536,7866277
"4422",8,617667,37306190,2.2483e-05,4.64814573952125,"USP17L8",8,7829183,7830775
"4430",8,617667,37306190,2.2483e-05,4.64814573952125,"USP17L3",8,7833915,7835507
"4476",8,617667,37306190,2.2483e-05,4.64814573952125,"FAM90A11P",8,7869304,7874533
"4501",8,617667,37306190,2.2483e-05,4.64814573952125,"FAM90A24P",8,7876951,7888168
"4709",8,617667,37306190,2.2483e-05,4.64814573952125,"FAM90A12P",8,7884599,7889827
"4730",8,617667,37306190,2.2483e-05,4.64814573952125,"OR7E96P",8,7897500,7898475
"4775",8,617667,37306190,2.2483e-05,4.64814573952125,"MIR548I3",8,7946463,7946611
"4810",8,617667,37306190,2.2483e-05,4.64814573952125,"ENPP7P1",8,8011830,8074438
"4842",8,617667,37306190,2.2483e-05,4.64814573952125,"FAM85B",8,8025341,8084136
"4903",8,617667,37306190,2.2483e-05,4.64814573952125,"FAM86B3P",8,8086117,8102387
"5162",8,617667,37306190,2.2483e-05,4.64814573952125,"ALG1L13P",8,8093525,8102189
"5350",8,617667,37306190,2.2483e-05,4.64814573952125,"RN7SL178P",8,8439864,8440165
"49480",8,617667,37306190,2.2483e-05,4.64814573952125,"CLDN23",8,8559448,8561616
