Chromosome	Aberration Kind	Region Start [bp]	Region End [bp]	Region Size [bp]	q-value
5	0	104707950	104709554	1605	4.2329473571352e-05
5	0	108311484	108314037	2554	4.2329473571352e-05
5	0	109658525	110416590	758066	4.2329473571352e-05
5	0	110523293	111113755	590463	4.2329473571352e-05
5	0	114756637	114756862	226	4.2329473571352e-05
5	0	157523627	157525485	1859	4.2329473571352e-05
5	0	157655591	158103389	447799	4.2329473571352e-05
5	0	158178322	158180315	1994	4.2329473571352e-05
5	0	158443396	159978138	1534743	4.2329473571352e-05
5	0	160030760	161447161	1416402	4.2329473571352e-05
5	0	163701699	163740681	38983	4.2329473571352e-05
5	0	164264670	164315131	50462	4.2329473571352e-05
5	0	178303311	179045555	742245	4.2329473571352e-05
5	0	179051538	179273906	222369	4.2329473571352e-05
5	0	179277874	179547579	269706	4.2329473571352e-05
5	0	180346084	180360469	14386	4.2329473571352e-05
5	0	55685276	55685356	81	0.000189029900207117
5	0	55691782	55691782	1	0.000189029900207117
5	0	87313537	87430211	116675	0.000189029900207117
5	0	87433253	88447510	1014258	0.000189029900207117
5	0	88450354	88815722	365369	0.000189029900207117
5	0	90779867	90875726	95860	0.000189029900207117
5	0	91072537	91294315	221779	0.000189029900207117
5	0	91844074	91929281	85208	0.000189029900207117
5	0	91936414	92126663	190250	0.000189029900207117
5	0	92140032	92929446	789415	0.000189029900207117
5	0	93606213	93756135	149923	0.000189029900207117
5	0	93788753	93877076	88324	0.000189029900207117
5	0	93959842	93959842	1	0.000189029900207117
5	0	94070897	94157351	86455	0.000189029900207117
5	0	95169411	95169503	93	0.000189029900207117
5	0	95601922	95754833	152912	0.000189029900207117
5	0	95758110	95884775	126666	0.000189029900207117
5	0	96024178	96024231	54	0.000189029900207117
5	0	96221426	96221889	464	0.000189029900207117
5	0	96386967	96387033	67	0.000189029900207117
5	0	96444760	96444894	135	0.000189029900207117
5	0	97855185	97879311	24127	0.000189029900207117
5	0	98049859	98089585	39727	0.000189029900207117
5	0	98101677	98402510	300834	0.000189029900207117
5	0	98483320	99682103	1198784	0.000189029900207117
5	0	100084807	100978551	893745	0.000189029900207117
5	0	101001971	101549305	547335	0.000189029900207117
5	0	102016620	102018385	1766	0.000189029900207117
5	0	102226191	102245309	19119	0.000189029900207117
5	0	102481681	102504957	23277	0.000189029900207117
5	0	102856632	102864523	7892	0.000189029900207117
5	0	103161462	103170089	8628	0.000189029900207117
5	0	103292669	103343597	50929	0.000189029900207117
5	0	103353936	103440855	86920	0.000189029900207117
5	0	103454757	103608940	154184	0.000189029900207117
5	0	103614820	103675148	60329	0.000189029900207117
5	0	103692715	103873644	180930	0.000189029900207117
5	0	103878413	103952681	74269	0.000189029900207117
5	0	103961296	103976475	15180	0.000189029900207117
5	0	103980993	104323736	342744	0.000189029900207117
5	0	104392671	104397368	4698	0.000189029900207117
5	0	104405513	104425580	20068	0.000189029900207117
5	0	104707321	104707321	1	0.000189029900207117
5	0	104715108	104743550	28443	0.000189029900207117
5	0	105386879	105389268	2390	0.000189029900207117
5	0	105707273	105708115	843	0.000189029900207117
5	0	105795382	105795436	55	0.000189029900207117
5	0	105891160	105899538	8379	0.000189029900207117
5	0	106363192	106373521	10330	0.000189029900207117
5	0	106574196	106574215	20	0.000189029900207117
5	0	108356934	108359135	2202	0.000189029900207117
5	0	108493645	108500424	6780	0.000189029900207117
5	0	108683712	108685676	1965	0.000189029900207117
5	0	109327087	109327850	764	0.000189029900207117
5	0	109402709	109649762	247054	0.000189029900207117
5	0	110416686	110509264	92579	0.000189029900207117
5	0	111115017	111166455	51439	0.000189029900207117
5	0	111396678	111397028	351	0.000189029900207117
5	0	157134588	157146389	11802	0.000189029900207117
5	0	157208539	157291691	83153	0.000189029900207117
5	0	157380614	157523296	142683	0.000189029900207117
5	0	157525661	157654985	129325	0.000189029900207117
5	0	158103566	158176102	72537	0.000189029900207117
5	0	158184103	158441176	257074	0.000189029900207117
5	0	159979317	160029177	49861	0.000189029900207117
5	0	55651058	55677901	26844	0.000431387493540052
5	0	55687504	55691050	3547	0.000431387493540052
5	0	90878758	90901337	22580	0.000431387493540052
5	0	90950796	91066839	116044	0.000431387493540052
5	0	93966749	94069338	102590	0.000431387493540052
5	0	94166443	94247059	80617	0.000431387493540052
5	0	94304257	94323376	19120	0.000431387493540052
5	0	94326803	95028846	702044	0.000431387493540052
5	0	95143681	95168838	25158	0.000431387493540052
5	0	95169999	95597234	427236	0.000431387493540052
5	0	95757592	95757592	1	0.000431387493540052
5	0	95887245	96023684	136440	0.000431387493540052
5	0	96025249	96219253	194005	0.000431387493540052
5	0	96222020	96386868	164849	0.000431387493540052
5	0	96387928	96441465	53538	0.000431387493540052
5	0	96448173	96471686	23514	0.000431387493540052
5	0	96655291	96826134	170844	0.000431387493540052
5	0	97343931	97374425	30495	0.000431387493540052
5	0	97428940	97428954	15	0.000431387493540052
5	0	97455700	97463408	7709	0.000431387493540052
5	0	97598353	97855009	256657	0.000431387493540052
5	0	97879512	98046436	166925	0.000431387493540052
5	0	101552955	101819981	267027	0.000431387493540052
5	0	101966589	102005038	38450	0.000431387493540052
5	0	102035777	102225020	189244	0.000431387493540052
5	0	102245969	102468599	222631	0.000431387493540052
5	0	102512021	102853825	341805	0.000431387493540052
5	0	102867037	103160593	293557	0.000431387493540052
5	0	103172173	103283967	111795	0.000431387493540052
5	0	104324197	104391972	67776	0.000431387493540052
5	0	104427063	104706453	279391	0.000431387493540052
5	0	104746959	105385709	638751	0.000431387493540052
5	0	105390029	105702335	312307	0.000431387493540052
5	0	105708766	105794451	85686	0.000431387493540052
5	0	105801831	105888769	86939	0.000431387493540052
5	0	105902276	106361340	459065	0.000431387493540052
5	0	106373854	106572097	198244	0.000431387493540052
5	0	106574219	106657015	82797	0.000431387493540052
5	0	106702473	106757399	54927	0.000431387493540052
5	0	107948040	108310673	362634	0.000431387493540052
5	0	108321827	108351960	30134	0.000431387493540052
5	0	108364699	108483921	119223	0.000431387493540052
5	0	108500455	108683248	182794	0.000431387493540052
5	0	108692243	109326967	634725	0.000431387493540052
5	0	109329041	109400879	71839	0.000431387493540052
5	0	111166977	111396300	229324	0.000431387493540052
5	0	111398066	111727209	329144	0.000431387493540052
5	0	111941838	111943552	1715	0.000431387493540052
5	0	112077612	112077681	70	0.000431387493540052
5	0	112161770	112161785	16	0.000431387493540052
5	0	112285834	112307788	21955	0.000431387493540052
5	0	156264032	156431136	167105	0.000431387493540052
5	0	156475398	157133759	658362	0.000431387493540052
5	0	157149432	157207281	57850	0.000431387493540052
5	0	157293727	157379187	85461	0.000431387493540052
5	0	55452505	55648220	195716	0.00397566681957187
5	0	90901950	90947173	45224	0.00397566681957187
5	0	94247765	94298016	50252	0.00397566681957187
5	0	94323604	94323604	1	0.00397566681957187
5	0	95030779	95142583	111805	0.00397566681957187
5	0	96474253	96534619	60367	0.00397566681957187
5	0	96580005	96640765	60761	0.00397566681957187
5	0	96830090	97043033	212944	0.00397566681957187
5	0	97236695	97343774	107080	0.00397566681957187
5	0	97374544	97426847	52304	0.00397566681957187
5	0	97429133	97449146	20014	0.00397566681957187
5	0	97464305	97596789	132485	0.00397566681957187
5	0	101821381	101966413	145033	0.00397566681957187
5	0	106658409	106701494	43086	0.00397566681957187
5	0	106759505	106827037	67533	0.00397566681957187
5	0	107353909	107354006	98	0.00397566681957187
5	0	107512766	107512783	18	0.00397566681957187
5	0	107820761	107831928	11168	0.00397566681957187
5	0	107937676	107946712	9037	0.00397566681957187
5	0	111727749	111936924	209176	0.00397566681957187
5	0	111944746	112077588	132843	0.00397566681957187
5	0	112077920	112092426	14507	0.00397566681957187
5	0	112155793	112161756	5964	0.00397566681957187
5	0	112161863	112173545	11683	0.00397566681957187
5	0	112311915	112358526	46612	0.00397566681957187
5	0	112455467	112484701	29235	0.00397566681957187
5	0	153844993	153845063	71	0.00397566681957187
5	0	156262929	156262929	1	0.00397566681957187
5	0	156431160	156472149	40990	0.00397566681957187
5	0	55371035	55438431	67397	0.00828288971428571
5	0	96539524	96570244	30721	0.00828288971428571
5	0	97043591	97233780	190190	0.00828288971428571
5	0	106829413	107353195	523783	0.00828288971428571
5	0	107362370	107512145	149776	0.00828288971428571
5	0	107515701	107820634	304934	0.00828288971428571
5	0	107832300	107934028	101729	0.00828288971428571
5	0	112092443	112149757	57315	0.00828288971428571
5	0	112173641	112284223	110583	0.00828288971428571
5	0	112359958	112453626	93669	0.00828288971428571
5	0	112485155	112517609	32455	0.00828288971428571
5	0	153257865	153271156	13292	0.00828288971428571
5	0	153698460	153793060	94601	0.00828288971428571
5	0	156182048	156262118	80071	0.00828288971428571
5	0	55319371	55370589	51219	0.0142142565980168
5	0	112518066	112756122	238057	0.0142142565980168
5	0	112819027	113193817	374791	0.0142142565980168
5	0	114445575	114448350	2776	0.0142142565980168
5	0	114686388	114687463	1076	0.0142142565980168
5	0	114773942	115501792	727851	0.0142142565980168
5	0	115785916	115787223	1308	0.0142142565980168
5	0	117338069	117338365	297	0.0142142565980168
5	0	120858584	120864119	5536	0.0142142565980168
5	0	121063600	121064140	541	0.0142142565980168
5	0	121118582	121118597	16	0.0142142565980168
5	0	121425656	121426675	1020	0.0142142565980168
5	0	126458126	126458317	192	0.0142142565980168
5	0	147487985	147492677	4693	0.0142142565980168
5	0	151433273	151699044	265772	0.0142142565980168
5	0	151801422	153257636	1456215	0.0142142565980168
5	0	153271860	153697347	425488	0.0142142565980168
5	0	153796887	153844803	47917	0.0142142565980168
5	0	153856487	154034591	178105	0.0142142565980168
5	0	154199963	154475230	275268	0.0142142565980168
5	0	154558449	154561337	2889	0.0142142565980168
5	0	154575441	156181309	1605869	0.0142142565980168
5	0	54901363	55307849	406487	0.0395023308289901
5	0	112763014	112815063	52050	0.0395023308289901
5	0	113196826	113608705	411880	0.0395023308289901
5	0	113780187	114445023	664837	0.0395023308289901
5	0	114448597	114685620	237024	0.0395023308289901
5	0	114688137	114756455	68319	0.0395023308289901
5	0	114759078	114773093	14016	0.0395023308289901
5	0	115506748	115783553	276806	0.0395023308289901
5	0	115788104	117337753	1549650	0.0395023308289901
5	0	117338873	118296741	957869	0.0395023308289901
5	0	118443959	119687711	1243753	0.0395023308289901
5	0	119703659	120858338	1154680	0.0395023308289901
5	0	120864326	121061310	196985	0.0395023308289901
5	0	121064424	121112223	47800	0.0395023308289901
5	0	121121264	121425121	303858	0.0395023308289901
5	0	121426691	121645690	219000	0.0395023308289901
5	0	121666189	121844320	178132	0.0395023308289901
5	0	122254017	122340983	86967	0.0395023308289901
5	0	122432490	122535532	103043	0.0395023308289901
5	0	123367602	123369821	2220	0.0395023308289901
5	0	128360191	128373023	12833	0.0395023308289901
5	0	143012859	143013270	412	0.0395023308289901
5	0	143816856	144561860	745005	0.0395023308289901
5	0	144728902	144729186	285	0.0395023308289901
5	0	145020306	145036084	15779	0.0395023308289901
5	0	145251871	147487922	2236052	0.0395023308289901
5	0	147493253	148063624	570372	0.0395023308289901
5	0	148287163	148287177	15	0.0395023308289901
5	0	148340650	148341110	461	0.0395023308289901
5	0	148455134	148676110	220977	0.0395023308289901
5	0	148736790	148785449	48660	0.0395023308289901
5	0	148841349	148966150	124802	0.0395023308289901
5	0	148985999	148986376	378	0.0395023308289901
5	0	149031582	149077931	46350	0.0395023308289901
5	0	149080671	151427999	2347329	0.0395023308289901
5	0	151699569	151801207	101639	0.0395023308289901
5	0	154038411	154192935	154525	0.0395023308289901
5	0	154476533	154555288	78756	0.0395023308289901
5	0	154562384	154573883	11500	0.0395023308289901
6	0	101230860	101471875	241016	0
6	0	101566196	101710364	144169	0
6	0	101745686	101834710	89025	0
6	0	101958829	102433472	474644	0
6	0	102478163	102479986	1824	0
6	0	102616876	102625372	8497	0
6	0	103396524	103404729	8206	0
6	0	103481957	105717178	2235222	0
6	0	107514697	110932032	3417336	0
6	0	111106441	111119381	12941	0
6	0	111212283	113468950	2256668	0
6	0	113685358	113688937	3580	0
6	0	113899961	113900173	213	0
6	0	113938505	113938695	191	0
6	0	114471458	116938896	2467439	0
6	0	116954110	116976138	22029	0
6	0	119565900	119608409	42510	0
6	0	154297968	156449758	2151791	0
6	0	157000410	157719164	718755	0
6	0	157738258	157740657	2400	0
6	0	158066315	158068840	2526	0
6	0	158626332	158628370	2039	0
6	0	161162211	161162406	196	0
6	0	161948626	161974862	26237	0
6	0	162137512	168331594	6194083	0
6	0	168862574	170167389	1304816	0
6	0	94147917	94314896	166980	2.24838974358974e-05
6	0	95836160	96554363	718204	2.24838974358974e-05
6	0	97328181	97627536	299356	2.24838974358974e-05
6	0	98016802	98305789	288988	2.24838974358974e-05
6	0	98403903	98495998	92096	2.24838974358974e-05
6	0	98640180	98641374	1195	2.24838974358974e-05
6	0	100111000	100716138	605139	2.24838974358974e-05
6	0	100777495	100793443	15949	2.24838974358974e-05
6	0	100910585	101230382	319798	2.24838974358974e-05
6	0	101480395	101560344	79950	2.24838974358974e-05
6	0	101713861	101743486	29626	2.24838974358974e-05
6	0	101837921	101945722	107802	2.24838974358974e-05
6	0	102435914	102474539	38626	2.24838974358974e-05
6	0	102481442	102609349	127908	2.24838974358974e-05
6	0	102626292	103182216	555925	2.24838974358974e-05
6	0	103260315	103396227	135913	2.24838974358974e-05
6	0	103405172	103481139	75968	2.24838974358974e-05
6	0	105717556	106869979	1152424	2.24838974358974e-05
6	0	106911683	107514504	602822	2.24838974358974e-05
6	0	110934466	111106135	171670	2.24838974358974e-05
6	0	111121311	111207141	85831	2.24838974358974e-05
6	0	113470305	113684786	214482	2.24838974358974e-05
6	0	113692662	113887698	195037	2.24838974358974e-05
6	0	113900918	113937802	36885	2.24838974358974e-05
6	0	113942111	114468018	525908	2.24838974358974e-05
6	0	116944557	116953630	9074	2.24838974358974e-05
6	0	116977873	117972135	994263	2.24838974358974e-05
6	0	119138028	119146375	8348	2.24838974358974e-05
6	0	119273177	119477475	204299	2.24838974358974e-05
6	0	119523531	119562999	39469	2.24838974358974e-05
6	0	119622679	119766807	144129	2.24838974358974e-05
6	0	119807499	119840692	33194	2.24838974358974e-05
6	0	119864477	119885481	21005	2.24838974358974e-05
6	0	153482056	153489647	7592	2.24838974358974e-05
6	0	153882447	153888754	6308	2.24838974358974e-05
6	0	154198483	154297720	99238	2.24838974358974e-05
6	0	156450141	156996942	546802	2.24838974358974e-05
6	0	157724008	157724008	1	2.24838974358974e-05
6	0	157746358	158065184	318827	2.24838974358974e-05
6	0	158069399	158622391	552993	2.24838974358974e-05
6	0	158628384	159098148	469765	2.24838974358974e-05
6	0	159311440	160361426	1049987	2.24838974358974e-05
6	0	160774459	160774928	470	2.24838974358974e-05
6	0	160908451	160918414	9964	2.24838974358974e-05
6	0	161068562	161160252	91691	2.24838974358974e-05
6	0	161163260	161948038	784779	2.24838974358974e-05
6	0	161974956	162136763	161808	2.24838974358974e-05
6	0	168332348	168858138	525791	2.24838974358974e-05
6	0	170167618	170903919	736302	2.24838974358974e-05
6	0	93347509	93348842	1334	0.00010022667005334
6	0	94028997	94029041	45	0.00010022667005334
6	0	94068498	94146969	78472	0.00010022667005334
6	0	94315705	95834652	1518948	0.00010022667005334
6	0	96554687	96802812	248126	0.00010022667005334
6	0	97205209	97323810	118602	0.00010022667005334
6	0	97633136	98015940	382805	0.00010022667005334
6	0	98311541	98397121	85581	0.00010022667005334
6	0	98499619	98636375	136757	0.00010022667005334
6	0	98641766	100110728	1468963	0.00010022667005334
6	0	100716768	100776349	59582	0.00010022667005334
6	0	100795545	100795545	1	0.00010022667005334
6	0	100808932	100905141	96210	0.00010022667005334
6	0	103187102	103255824	68723	0.00010022667005334
6	0	106875068	106909733	34666	0.00010022667005334
6	0	117975228	118521478	546251	0.00010022667005334
6	0	119216881	119262275	45395	0.00010022667005334
6	0	119482457	119520347	37891	0.00010022667005334
6	0	119769666	119806317	36652	0.00010022667005334
6	0	119841070	119864299	23230	0.00010022667005334
6	0	119886328	120040428	154101	0.00010022667005334
6	0	152306767	152310394	3628	0.00010022667005334
6	0	153529008	153530447	1440	0.00010022667005334
6	0	153878774	153881380	2607	0.00010022667005334
6	0	153893277	154127521	234245	0.00010022667005334
6	0	154181619	154197469	15851	0.00010022667005334
6	0	159100966	159115973	15008	0.00010022667005334
6	0	159183562	159299216	115655	0.00010022667005334
6	0	160365778	160772900	407123	0.00010022667005334
6	0	160775525	160907134	131610	0.00010022667005334
6	0	160922784	161068546	145763	0.00010022667005334
6	0	91061174	91061321	148	0.000446509877232143
6	0	93203719	93226047	22329	0.000446509877232143
6	0	93244605	93334271	89667	0.000446509877232143
6	0	93348991	94028482	679492	0.000446509877232143
6	0	94029782	94063017	33236	0.000446509877232143
6	0	96803892	97204663	400772	0.000446509877232143
6	0	100797436	100802117	4682	0.000446509877232143
6	0	118522411	118548258	25848	0.000446509877232143
6	0	120056527	120059722	3196	0.000446509877232143
6	0	151178234	151253415	75182	0.000446509877232143
6	0	151452782	151453956	1175	0.000446509877232143
6	0	151499758	151499807	50	0.000446509877232143
6	0	151866191	151908242	42052	0.000446509877232143
6	0	152064838	152306752	241915	0.000446509877232143
6	0	152310779	152393428	82650	0.000446509877232143
6	0	152671444	152683312	11869	0.000446509877232143
6	0	152810630	152810721	92	0.000446509877232143
6	0	152832084	152832110	27	0.000446509877232143
6	0	153282691	153284105	1415	0.000446509877232143
6	0	153313460	153479616	166157	0.000446509877232143
6	0	153490122	153527019	36898	0.000446509877232143
6	0	153530882	153875899	345018	0.000446509877232143
6	0	154128240	154180051	51812	0.000446509877232143
6	0	159117144	159172854	55711	0.000446509877232143
6	0	89325045	89325645	601	0.00237095234239445
6	0	90798204	90799485	1282	0.00237095234239445
6	0	91799256	91800459	1204	0.00237095234239445
6	0	92405901	92427234	21334	0.00237095234239445
6	0	92490145	92500784	10640	0.00237095234239445
6	0	92520928	92521909	982	0.00237095234239445
6	0	93102577	93190806	88230	0.00237095234239445
6	0	93229665	93244346	14682	0.00237095234239445
6	0	118549097	119137658	588562	0.00237095234239445
6	0	120074484	120121327	46844	0.00237095234239445
6	0	120227714	120230048	2335	0.00237095234239445
6	0	120300886	120577384	276499	0.00237095234239445
6	0	120777944	120778766	823	0.00237095234239445
6	0	121050842	121052502	1661	0.00237095234239445
6	0	151141470	151167344	25875	0.00237095234239445
6	0	151254714	151452749	198036	0.00237095234239445
6	0	151454344	151495478	41135	0.00237095234239445
6	0	151507927	151523634	15708	0.00237095234239445
6	0	151605878	151864406	258529	0.00237095234239445
6	0	151913924	151921399	7476	0.00237095234239445
6	0	151951297	152064818	113522	0.00237095234239445
6	0	152393580	152425582	32003	0.00237095234239445
6	0	152540357	152668305	127949	0.00237095234239445
6	0	152683413	152808049	124637	0.00237095234239445
6	0	152817176	152831248	14073	0.00237095234239445
6	0	152834000	153280912	446913	0.00237095234239445
6	0	153291865	153308198	16334	0.00237095234239445
6	0	83571520	83571520	1	0.00577561251819505
6	0	87423960	87424260	301	0.00577561251819505
6	0	88321100	88371558	50459	0.00577561251819505
6	0	88395031	88395114	84	0.00577561251819505
6	0	88496641	88499661	3021	0.00577561251819505
6	0	88554852	88554867	16	0.00577561251819505
6	0	89287223	89322421	35199	0.00577561251819505
6	0	89325684	89358077	32394	0.00577561251819505
6	0	89731504	89757435	25932	0.00577561251819505
6	0	89986657	89987784	1128	0.00577561251819505
6	0	90156117	90797349	641233	0.00577561251819505
6	0	90799673	91055443	255771	0.00577561251819505
6	0	91062077	91071664	9588	0.00577561251819505
6	0	91210900	91211320	421	0.00577561251819505
6	0	91238826	91318722	79897	0.00577561251819505
6	0	91325245	91424763	99519	0.00577561251819505
6	0	91506655	91506974	320	0.00577561251819505
6	0	91854474	91854904	431	0.00577561251819505
6	0	92280070	92397987	117918	0.00577561251819505
6	0	92429546	92484938	55393	0.00577561251819505
6	0	92506842	92517530	10689	0.00577561251819505
6	0	92522520	93102308	579789	0.00577561251819505
6	0	120121530	120226672	105143	0.00577561251819505
6	0	120230462	120297444	66983	0.00577561251819505
6	0	120584931	120742455	157525	0.00577561251819505
6	0	120768476	120776508	8033	0.00577561251819505
6	0	120779363	120968001	188639	0.00577561251819505
6	0	121056414	121107301	50888	0.00577561251819505
6	0	121198315	121326973	128659	0.00577561251819505
6	0	121356123	121358574	2452	0.00577561251819505
6	0	150365343	150371697	6355	0.00577561251819505
6	0	151077559	151140869	63311	0.00577561251819505
6	0	151532551	151598954	66404	0.00577561251819505
6	0	151925377	151949312	23936	0.00577561251819505
6	0	152428704	152537565	108862	0.00577561251819505
6	0	83569643	83569643	1	0.0130498182800346
6	0	87001570	87001691	122	0.0130498182800346
6	0	87064636	87071194	6559	0.0130498182800346
6	0	87349163	87351573	2411	0.0130498182800346
6	0	87358929	87371785	12857	0.0130498182800346
6	0	87418952	87423477	4526	0.0130498182800346
6	0	87427426	87724396	296971	0.0130498182800346
6	0	88061575	88061653	79	0.0130498182800346
6	0	88141140	88318130	176991	0.0130498182800346
6	0	88373353	88394841	21489	0.0130498182800346
6	0	88395131	88492650	97520	0.0130498182800346
6	0	88502992	88553243	50252	0.0130498182800346
6	0	88555067	88836054	280988	0.0130498182800346
6	0	89049101	89052225	3125	0.0130498182800346
6	0	89107070	89107083	14	0.0130498182800346
6	0	89164038	89164433	396	0.0130498182800346
6	0	89267376	89285026	17651	0.0130498182800346
6	0	89358533	89505534	147002	0.0130498182800346
6	0	89711694	89730335	18642	0.0130498182800346
6	0	89758358	89986029	227672	0.0130498182800346
6	0	89990991	90152162	161172	0.0130498182800346
6	0	91072784	91210665	137882	0.0130498182800346
6	0	91211457	91232868	21412	0.0130498182800346
6	0	91323931	91323931	1	0.0130498182800346
6	0	91424777	91505957	81181	0.0130498182800346
6	0	91507039	91798699	291661	0.0130498182800346
6	0	91801576	91853212	51637	0.0130498182800346
6	0	91858091	92270821	412731	0.0130498182800346
6	0	120748728	120768017	19290	0.0130498182800346
6	0	120971581	121049589	78009	0.0130498182800346
6	0	121112330	121192252	79923	0.0130498182800346
6	0	121333807	121353290	19484	0.0130498182800346
6	0	121358699	121664779	306081	0.0130498182800346
6	0	123530718	123549399	18682	0.0130498182800346
6	0	123596724	123626249	29526	0.0130498182800346
6	0	123835876	123836746	871	0.0130498182800346
6	0	148506612	148506944	333	0.0130498182800346
6	0	150006301	150083621	77321	0.0130498182800346
6	0	150217498	150219189	1692	0.0130498182800346
6	0	150337110	150364009	26900	0.0130498182800346
6	0	150371769	150452151	80383	0.0130498182800346
6	0	150855864	151076419	220556	0.0130498182800346
6	0	79374055	79374725	671	0.0252493228140338
6	0	80535241	80592755	57515	0.0252493228140338
6	0	81088492	82555289	1466798	0.0252493228140338
6	0	82783397	83568746	785350	0.0252493228140338
6	0	83573279	84128817	555539	0.0252493228140338
6	0	84162042	84580202	418161	0.0252493228140338
6	0	84790271	84790544	274	0.0252493228140338
6	0	85351909	85366038	14130	0.0252493228140338
6	0	86430468	87000811	570344	0.0252493228140338
6	0	87003110	87064043	60934	0.0252493228140338
6	0	87071453	87346983	275531	0.0252493228140338
6	0	87352034	87354507	2474	0.0252493228140338
6	0	87386148	87418901	32754	0.0252493228140338
6	0	87727829	88061039	333211	0.0252493228140338
6	0	88061837	88131719	69883	0.0252493228140338
6	0	88837551	89044732	207182	0.0252493228140338
6	0	89067999	89106214	38216	0.0252493228140338
6	0	89107158	89163505	56348	0.0252493228140338
6	0	89164698	89267195	102498	0.0252493228140338
6	0	89505994	89710564	204571	0.0252493228140338
6	0	121664992	121815369	150378	0.0252493228140338
6	0	121906906	123218858	1311953	0.0252493228140338
6	0	123331406	123530182	198777	0.0252493228140338
6	0	123551947	123596491	44545	0.0252493228140338
6	0	123629871	123835854	205984	0.0252493228140338
6	0	123846430	124089172	242743	0.0252493228140338
6	0	124180742	124253962	73221	0.0252493228140338
6	0	124256465	124708022	451558	0.0252493228140338
6	0	124884597	124887219	2623	0.0252493228140338
6	0	148849429	148851309	1881	0.0252493228140338
6	0	149265902	149268621	2720	0.0252493228140338
6	0	149282524	149284862	2339	0.0252493228140338
6	0	149779185	150002292	223108	0.0252493228140338
6	0	150096954	150217413	120460	0.0252493228140338
6	0	150219381	150336834	117454	0.0252493228140338
6	0	150460793	150853597	392805	0.0252493228140338
7	0	157096727	157096748	22	0
7	0	157724448	157724479	32	0
7	0	156362043	156407224	45182	0.011311060546875
7	0	156745480	156746160	681	0.011311060546875
7	0	156809434	157091784	282351	0.011311060546875
7	0	157097135	157225800	128666	0.011311060546875
8	0	617667	37306190	36688524	0
8	0	37315034	37337764	22731	0
8	0	37466596	37480790	14195	0
8	0	37307177	37313087	5911	0.00550107945205479
8	0	37340149	37464216	124068	0.00550107945205479
8	0	37484603	37865519	380917	0.0102644441176471
8	0	37940352	37943546	3195	0.0102644441176471
8	0	37868474	37930950	62477	0.0271496543209877
8	0	37947086	38130119	183034	0.0271496543209877
8	0	38279398	38279428	31	0.0271496543209877
8	0	38285709	38295542	9834	0.0271496543209877
8	0	38529270	38561031	31762	0.0271496543209877
9	0	18371916	18371966	51	0
9	0	20396696	20400169	3474	0
9	0	20415618	24614812	4199195	0
9	0	25046849	25046849	1	0
9	0	18125921	18230591	104671	0.000182006854130053
9	0	18275954	18277618	1665	0.000182006854130053
9	0	18292383	18295326	2944	0.000182006854130053
9	0	18372565	18374849	2285	0.000182006854130053
9	0	18993154	19027880	34727	0.000182006854130053
9	0	19058106	19106587	48482	0.000182006854130053
9	0	19410755	19424126	13372	0.000182006854130053
9	0	19430541	19438447	7907	0.000182006854130053
9	0	19445095	19466890	21796	0.000182006854130053
9	0	19842235	20005048	162814	0.000182006854130053
9	0	20270393	20270743	351	0.000182006854130053
9	0	20372798	20395642	22845	0.000182006854130053
9	0	20403206	20408620	5415	0.000182006854130053
9	0	24617036	24756027	138992	0.000182006854130053
9	0	24764086	24772266	8181	0.000182006854130053
9	0	24863189	24869056	5868	0.000182006854130053
9	0	24958736	24981792	23057	0.000182006854130053
9	0	25038591	25039803	1213	0.000182006854130053
9	0	25047346	25047346	1	0.000182006854130053
9	0	13575492	13575492	1	0.000418398109243698
9	0	17721988	17779595	57608	0.000418398109243698
9	0	17819381	17819730	350	0.000418398109243698
9	0	17932013	17985592	53580	0.000418398109243698
9	0	18100508	18119270	18763	0.000418398109243698
9	0	18231837	18275839	44003	0.000418398109243698
9	0	18279176	18292118	12943	0.000418398109243698
9	0	18299253	18325781	26529	0.000418398109243698
9	0	18346065	18346392	328	0.000418398109243698
9	0	18354204	18367074	12871	0.000418398109243698
9	0	18380910	18420530	39621	0.000418398109243698
9	0	18779706	18779938	233	0.000418398109243698
9	0	18986580	18991107	4528	0.000418398109243698
9	0	19029675	19055965	26291	0.000418398109243698
9	0	19108487	19181925	73439	0.000418398109243698
9	0	19261801	19346941	85141	0.000418398109243698
9	0	19382384	19410355	27972	0.000418398109243698
9	0	19427754	19427754	1	0.000418398109243698
9	0	19441936	19443516	1581	0.000418398109243698
9	0	19468696	19473612	4917	0.000418398109243698
9	0	19508885	19638327	129443	0.000418398109243698
9	0	19828904	19832462	3559	0.000418398109243698
9	0	20005448	20060566	55119	0.000418398109243698
9	0	20178680	20269301	90622	0.000418398109243698
9	0	20275354	20369747	94394	0.000418398109243698
9	0	24757755	24759450	1696	0.000418398109243698
9	0	24772803	24862845	90043	0.000418398109243698
9	0	24873962	24899016	25055	0.000418398109243698
9	0	24934491	24934859	369	0.000418398109243698
9	0	24947823	24953447	5625	0.000418398109243698
9	0	24982125	25006671	24547	0.000418398109243698
9	0	25038148	25038148	1	0.000418398109243698
9	0	25049702	25080772	31071	0.000418398109243698
9	0	10035658	10055527	19870	0.000872071068635969
9	0	13575891	13575891	1	0.000872071068635969
9	0	15125715	15130658	4944	0.000872071068635969
9	0	16336194	16336194	1	0.000872071068635969
